Time[s], SD_DIN, SD_DOUT, SD_NCS, SD_CLK
0.020019680, 1, 1, 0, 1
0.020019760, 1, 0, 0, 1
0.020019840, 1, 1, 0, 1
0.020020160, 1, 0, 0, 1
0.020020240, 1, 1, 0, 1
0.020020320, 1, 0, 0, 1
0.020020560, 1, 1, 0, 1
0.020020640, 1, 0, 0, 1
0.020020800, 1, 1, 0, 1
0.020020880, 1, 0, 0, 1
0.020021040, 1, 1, 0, 1
0.020021440, 1, 0, 0, 1
0.020021520, 1, 1, 0, 1
0.020021600, 1, 0, 0, 1
0.020021840, 1, 1, 0, 1
0.020021920, 1, 0, 0, 1
0.020022080, 1, 1, 0, 1
0.020022160, 1, 0, 0, 1
0.020022240, 1, 1, 0, 1
0.020022320, 1, 0, 0, 1
0.020022560, 1, 1, 0, 1
0.020022720, 1, 0, 0, 1
0.020023040, 1, 1, 0, 1
0.020023120, 1, 0, 0, 1
0.020023520, 1, 1, 0, 1
0.020023600, 1, 0, 0, 1
0.020023760, 1, 1, 0, 1
0.020024080, 1, 0, 0, 1
0.020024240, 1, 1, 0, 1
0.020024320, 1, 0, 0, 1
0.020024800, 1, 1, 0, 1
0.020024960, 1, 0, 0, 1
0.020025040, 1, 1, 0, 1
0.020025280, 1, 0, 0, 1
0.020025360, 1, 1, 0, 1
0.020025520, 1, 0, 0, 1
0.020025680, 1, 1, 0, 1
0.020026080, 1, 0, 0, 1
0.020026160, 1, 1, 0, 1
0.020026560, 1, 0, 0, 1
0.020026720, 1, 1, 0, 1
0.020026800, 1, 0, 0, 1
0.020026880, 1, 1, 0, 1
0.020026960, 1, 0, 0, 1
0.020027040, 1, 1, 0, 1
0.020027280, 1, 0, 0, 1
0.020027360, 1, 1, 0, 1
0.020027520, 1, 0, 0, 1
0.020027600, 1, 1, 0, 1
0.020027840, 1, 0, 0, 1
0.020028000, 1, 1, 0, 1
0.020028160, 1, 0, 0, 1
0.020028320, 1, 1, 0, 1
0.020028720, 1, 0, 0, 1
0.020028960, 1, 1, 0, 1
0.020029120, 1, 0, 0, 1
0.020029200, 1, 1, 0, 1
0.020029280, 1, 0, 0, 1
0.020029360, 1, 1, 0, 1
0.020030080, 1, 0, 0, 1
0.020030240, 1, 1, 0, 1
0.020030400, 1, 0, 0, 1
0.020030560, 1, 1, 0, 1
0.020030880, 1, 0, 0, 1
0.020031200, 1, 1, 0, 1
0.020031280, 1, 0, 0, 1
0.020031440, 1, 1, 0, 1
0.020031680, 1, 0, 0, 1
0.020032000, 1, 1, 0, 1
0.020032080, 1, 0, 0, 1
0.020032400, 1, 1, 0, 1
0.020032560, 1, 0, 0, 1
0.020032640, 1, 1, 0, 1
0.020032720, 1, 0, 0, 1
0.020032800, 1, 1, 0, 1
0.020033040, 1, 0, 0, 1
0.020033120, 1, 1, 0, 1
0.020033440, 1, 0, 0, 1
0.020033600, 1, 1, 0, 1
0.020033680, 1, 0, 0, 1
0.020033920, 1, 1, 0, 1
0.020034000, 1, 0, 0, 1
0.020034080, 1, 1, 0, 1
0.020034400, 1, 0, 0, 1
0.020034480, 1, 1, 0, 1
0.020034720, 1, 0, 0, 1
0.020034880, 1, 1, 0, 1
0.020034960, 1, 0, 0, 1
0.020035200, 1, 1, 0, 1
0.020035280, 1, 0, 0, 1
0.020035360, 1, 1, 0, 1
0.020035600, 1, 0, 0, 1
0.020035680, 1, 1, 0, 1
0.020035840, 1, 0, 0, 1
0.020035920, 1, 1, 0, 1
0.020036000, 1, 0, 0, 1
0.020036240, 1, 1, 0, 1
0.020036560, 1, 0, 0, 1
0.020036640, 1, 1, 0, 1
0.020036880, 1, 0, 0, 1
0.020037120, 1, 1, 0, 1
0.020037520, 1, 0, 0, 1
0.020037600, 1, 1, 0, 1
0.020037680, 1, 0, 0, 1
0.020037920, 1, 1, 0, 1
0.020038080, 1, 0, 0, 1
0.020038160, 1, 1, 0, 1
0.020038240, 1, 0, 0, 1
0.020038320, 1, 1, 0, 1
0.020038400, 1, 0, 0, 1
0.020038480, 1, 1, 0, 1
0.020038880, 1, 0, 0, 0
0.020039200, 1, 1, 0, 1
0.020039280, 1, 1, 0, 0
0.020039360, 1, 0, 0, 0
0.020039440, 1, 1, 0, 0
0.020039600, 1, 0, 0, 0
0.020039680, 1, 1, 0, 0
0.020040000, 1, 0, 0, 0
0.020040160, 1, 1, 0, 0
0.020040320, 1, 0, 0, 0
0.020040480, 1, 1, 0, 0
0.020040960, 1, 0, 0, 0
0.020041120, 1, 1, 0, 0
0.020041280, 1, 0, 0, 0
0.020041600, 1, 1, 0, 0
0.020041840, 1, 0, 0, 0
0.020041920, 1, 1, 0, 0
0.020042240, 1, 0, 0, 0
0.020042320, 1, 1, 0, 0
0.020042560, 1, 0, 0, 0
0.020042720, 1, 1, 0, 0
0.020043120, 1, 0, 0, 0
0.020043280, 1, 1, 0, 0
0.020043360, 1, 0, 0, 0
0.020043520, 1, 1, 0, 0
0.020043840, 1, 0, 0, 0
0.020044080, 1, 1, 0, 0
0.020044240, 1, 0, 0, 0
0.020044320, 1, 1, 0, 0
0.020044400, 1, 0, 0, 0
0.020044560, 1, 1, 0, 0
0.020044640, 1, 0, 0, 0
0.020044720, 1, 1, 0, 0
0.020044880, 1, 0, 0, 0
0.020044960, 1, 1, 0, 0
0.020045200, 1, 0, 0, 0
0.020045280, 1, 1, 0, 0
0.020045680, 1, 0, 0, 0
0.020045920, 1, 1, 0, 0
0.020046000, 1, 0, 0, 0
0.020046160, 1, 1, 0, 0
0.020046640, 1, 0, 0, 0
0.020046880, 1, 1, 0, 0
0.020046960, 1, 0, 0, 0
0.020047040, 1, 1, 0, 0
0.020047200, 1, 0, 0, 0
0.020047520, 1, 1, 0, 0
0.020047760, 1, 0, 0, 0
0.020047840, 1, 1, 0, 0
0.020047920, 1, 0, 0, 0
0.020048000, 1, 1, 0, 0
0.020048240, 1, 0, 0, 0
0.020048320, 1, 1, 0, 0
0.020048480, 1, 0, 0, 0
0.020048720, 1, 1, 0, 0
0.020048960, 1, 0, 0, 0
0.020049040, 1, 1, 0, 0
0.020049120, 1, 0, 0, 0
0.020049200, 1, 0, 1, 0
0.020049280, 1, 1, 1, 0
0.020049840, 0, 0, 0, 0
0.020049920, 0, 1, 0, 0
0.020050720, 1, 1, 0, 0
0.020050800, 0, 1, 0, 0
0.020051040, 1, 1, 0, 0
0.020051120, 0, 1, 0, 0
0.020051280, 1, 1, 0, 0
0.020051360, 0, 1, 0, 0
0.020051440, 1, 1, 0, 0
0.020052400, 1, 0, 0, 0
0.020052720, 1, 1, 0, 0
0.020106160, 1, 1, 0, 1
0.020184000, 1, 1, 0, 0
0.020250560, 1, 1, 0, 1
0.020250880, 1, 1, 0, 0
0.020250960, 1, 1, 0, 1
0.020328160, 1, 1, 0, 0
0.020395200, 1, 1, 0, 1
0.020472480, 1, 1, 0, 0
0.020472640, 1, 1, 0, 1
0.020472880, 1, 1, 0, 0
0.020539280, 1, 1, 0, 1
0.020617200, 1, 1, 0, 0
0.020683280, 1, 1, 0, 1
0.020683360, 1, 1, 0, 0
0.020683440, 1, 1, 0, 1
0.020683600, 1, 1, 0, 0
0.020684080, 1, 1, 0, 1
0.020761440, 1, 1, 0, 0
0.020790800, 1, 0, 0, 0
0.020790880, 1, 1, 0, 0
0.020790960, 1, 0, 0, 0
0.020791040, 1, 1, 0, 0
0.020791120, 1, 0, 0, 0
0.020791200, 1, 1, 0, 0
0.020791280, 1, 0, 0, 0
0.020791440, 1, 1, 0, 0
0.020791520, 1, 0, 0, 0
0.020791600, 1, 1, 0, 0
0.020791760, 1, 0, 0, 0
0.020791840, 1, 1, 0, 0
0.020792000, 1, 0, 0, 0
0.020792080, 1, 1, 0, 0
0.020792160, 1, 0, 0, 0
0.020792480, 1, 1, 0, 0
0.020792640, 1, 0, 0, 0
0.020792880, 1, 1, 0, 0
0.020792960, 1, 0, 0, 0
0.020793120, 1, 1, 0, 0
0.020793200, 1, 0, 0, 0
0.020793280, 1, 1, 0, 0
0.020793440, 1, 0, 0, 0
0.020793600, 1, 1, 0, 0
0.020793920, 1, 0, 0, 0
0.020794160, 1, 1, 0, 0
0.020794240, 1, 0, 0, 0
0.020794400, 1, 1, 0, 0
0.020794480, 1, 0, 0, 0
0.020794640, 1, 1, 0, 0
0.020794800, 1, 0, 0, 0
0.020794880, 1, 1, 0, 0
0.020795200, 1, 0, 0, 0
0.020795520, 1, 1, 0, 0
0.020795760, 1, 0, 0, 0
0.020796000, 1, 1, 0, 0
0.020796080, 1, 0, 0, 0
0.020796240, 1, 1, 0, 0
0.020796480, 1, 0, 0, 0
0.020796720, 1, 1, 0, 0
0.020797040, 1, 0, 0, 0
0.020797120, 1, 1, 0, 0
0.020797200, 1, 0, 0, 0
0.020797280, 1, 1, 0, 0
0.020797360, 1, 0, 0, 0
0.020797440, 1, 1, 0, 0
0.020797520, 1, 0, 0, 0
0.020797600, 1, 1, 0, 0
0.020797760, 1, 0, 0, 0
0.020797840, 1, 1, 0, 0
0.020798080, 1, 0, 0, 0
0.020798240, 1, 1, 0, 0
0.020798400, 1, 0, 0, 0
0.020798560, 1, 1, 0, 0
0.020798640, 1, 0, 0, 0
0.020798800, 1, 1, 0, 0
0.020799040, 1, 0, 0, 0
0.020799520, 1, 1, 0, 0
0.020799760, 1, 0, 0, 0
0.020799920, 1, 1, 0, 0
0.020800080, 1, 0, 0, 0
0.020800160, 1, 1, 0, 0
0.020800240, 1, 0, 0, 0
0.020800320, 1, 1, 0, 0
0.020800480, 1, 0, 0, 0
0.020800640, 1, 1, 0, 0
0.020800720, 1, 0, 0, 0
0.020800800, 1, 1, 0, 0
0.020801120, 1, 0, 0, 0
0.020801200, 1, 1, 0, 0
0.020801280, 1, 0, 0, 0
0.020801440, 1, 1, 0, 0
0.020801520, 1, 0, 0, 0
0.020801600, 1, 1, 0, 0
0.020801840, 1, 0, 0, 0
0.020802000, 1, 1, 0, 0
0.020802240, 1, 0, 0, 0
0.020802320, 1, 1, 0, 0
0.020802560, 1, 0, 0, 0
0.020802640, 1, 1, 0, 0
0.020802880, 1, 0, 0, 0
0.020803280, 1, 1, 0, 0
0.020803360, 1, 0, 0, 0
0.020803840, 1, 1, 0, 0
0.020804240, 1, 0, 0, 0
0.020804560, 1, 1, 0, 0
0.020804640, 1, 0, 0, 0
0.020804960, 1, 1, 0, 0
0.020805040, 1, 0, 0, 0
0.020805120, 1, 1, 0, 0
0.020805680, 1, 0, 0, 0
0.020805760, 1, 1, 0, 0
0.020805920, 1, 0, 0, 0
0.020806240, 1, 1, 0, 0
0.020806400, 1, 0, 0, 0
0.020806480, 1, 1, 0, 0
0.020806720, 1, 0, 0, 0
0.020806880, 1, 1, 0, 0
0.020807040, 1, 0, 0, 0
0.020807840, 1, 1, 0, 0
0.020808000, 1, 0, 0, 0
0.020808720, 1, 1, 0, 0
0.020808800, 1, 0, 0, 0
0.020809040, 1, 1, 0, 0
0.020809280, 1, 0, 0, 0
0.020809440, 1, 1, 0, 0
0.020809760, 1, 0, 0, 0
0.020810080, 1, 1, 0, 0
0.020810160, 1, 0, 0, 0
0.020810240, 1, 1, 0, 0
0.020810560, 1, 0, 0, 0
0.020810720, 1, 1, 0, 0
0.020810960, 1, 0, 0, 0
0.020811040, 1, 1, 0, 0
0.020811520, 1, 0, 0, 0
0.020811680, 1, 1, 0, 0
0.020811920, 1, 0, 0, 0
0.020812080, 1, 1, 0, 0
0.020812160, 1, 0, 0, 0
0.020812320, 1, 1, 0, 0
0.020812560, 1, 0, 0, 0
0.020812720, 1, 1, 0, 0
0.020812880, 1, 0, 0, 0
0.020812960, 1, 1, 0, 0
0.020813120, 1, 0, 0, 0
0.020813360, 1, 1, 0, 0
0.020813520, 1, 0, 0, 0
0.020813600, 1, 1, 0, 0
0.020813920, 1, 0, 0, 0
0.020814080, 1, 1, 0, 0
0.020814160, 1, 0, 0, 0
0.020814240, 1, 1, 0, 0
0.020814400, 1, 0, 0, 0
0.020814480, 1, 1, 0, 0
0.020814800, 1, 0, 0, 0
0.020814880, 1, 1, 0, 0
0.020815120, 1, 0, 0, 0
0.020815360, 1, 1, 0, 0
0.020815440, 1, 0, 0, 0
0.020815520, 1, 1, 0, 0
0.020815680, 1, 0, 0, 0
0.020816000, 1, 1, 0, 0
0.020816080, 1, 0, 0, 0
0.020816160, 1, 1, 0, 0
0.020816560, 1, 0, 0, 0
0.020816720, 1, 1, 0, 0
0.020817040, 1, 0, 0, 0
0.020817120, 1, 1, 0, 0
0.020817200, 1, 0, 0, 0
0.020817360, 1, 1, 0, 0
0.020817680, 1, 0, 0, 0
0.020817760, 1, 1, 0, 0
0.020818480, 1, 0, 0, 0
0.020818560, 1, 1, 0, 0
0.020818960, 1, 0, 0, 0
0.020819040, 1, 1, 0, 0
0.020819680, 1, 0, 0, 0
0.020820000, 1, 1, 0, 0
0.020820240, 1, 0, 0, 0
0.020820320, 1, 1, 0, 0
0.020820480, 1, 0, 0, 0
0.020820560, 1, 1, 0, 0
0.020820960, 1, 0, 0, 0
0.020821120, 1, 1, 0, 0
0.020821600, 1, 0, 0, 0
0.020821920, 1, 1, 0, 0
0.020822240, 1, 0, 0, 0
0.020822320, 1, 1, 0, 0
0.020823040, 1, 0, 0, 0
0.020823200, 1, 1, 0, 0
0.020823440, 1, 0, 0, 0
0.020823600, 1, 1, 0, 0
0.020823680, 1, 0, 0, 0
0.020823840, 1, 1, 0, 0
0.020824240, 1, 0, 0, 0
0.020824320, 1, 1, 0, 0
0.020824640, 1, 0, 0, 0
0.020825120, 1, 1, 0, 0
0.020825280, 1, 0, 0, 0
0.020825360, 1, 1, 0, 0
0.020825920, 1, 0, 0, 0
0.020826160, 1, 1, 0, 0
0.020826320, 1, 0, 0, 0
0.020826400, 1, 1, 0, 0
0.020826560, 1, 0, 0, 0
0.020826640, 1, 1, 0, 0
0.020826880, 1, 0, 0, 0
0.020827040, 1, 1, 0, 0
0.020827120, 1, 0, 0, 0
0.020827200, 1, 1, 0, 0
0.020827360, 1, 0, 0, 0
0.020827440, 1, 1, 0, 0
0.020827600, 1, 0, 0, 0
0.020827680, 1, 1, 0, 0
0.020827840, 1, 0, 0, 0
0.020828000, 1, 1, 0, 0
0.020828160, 1, 0, 0, 0
0.020828240, 1, 1, 0, 0
0.020828320, 1, 1, 0, 1
0.020828400, 1, 0, 0, 0
0.020828480, 1, 1, 0, 1
0.020828640, 1, 0, 0, 0
0.020828720, 1, 1, 0, 1
0.020828880, 1, 0, 0, 0
0.020828960, 1, 1, 0, 1
0.020829200, 1, 0, 0, 1
0.020829280, 1, 1, 0, 1
0.020829520, 1, 0, 0, 1
0.020829600, 1, 1, 0, 1
0.020829760, 1, 0, 0, 1
0.020830160, 1, 1, 0, 1
0.020830480, 1, 0, 0, 1
0.020830640, 1, 1, 0, 1
0.020831040, 1, 0, 0, 1
0.020831120, 1, 1, 0, 1
0.020831280, 1, 0, 0, 1
0.020831360, 1, 1, 0, 1
0.020831760, 1, 0, 0, 1
0.020831840, 1, 1, 0, 1
0.020831920, 1, 0, 0, 1
0.020832000, 1, 1, 0, 1
0.020832320, 1, 0, 0, 1
0.020832400, 1, 1, 0, 1
0.020832480, 1, 0, 0, 1
0.020832560, 1, 1, 0, 1
0.020832720, 1, 0, 0, 1
0.020832800, 1, 1, 0, 1
0.020832960, 1, 0, 0, 1
0.020833120, 1, 1, 0, 1
0.020833200, 1, 0, 0, 1
0.020833440, 1, 1, 0, 1
0.020834240, 1, 0, 0, 1
0.020834400, 1, 1, 0, 1
0.020834640, 1, 0, 0, 1
0.020834720, 1, 1, 0, 1
0.020834960, 1, 0, 0, 1
0.020835360, 1, 1, 0, 1
0.020835520, 1, 0, 0, 1
0.020835760, 1, 1, 0, 1
0.020836320, 1, 0, 0, 1
0.020836560, 1, 1, 0, 1
0.020837520, 1, 0, 0, 1
0.020837600, 1, 1, 0, 1
0.020837760, 1, 0, 0, 1
0.020837840, 1, 1, 0, 1
0.020838160, 1, 0, 0, 1
0.020838240, 1, 1, 0, 1
0.020838320, 1, 0, 0, 1
0.020838480, 1, 1, 0, 1
0.020838960, 1, 0, 0, 1
0.020839040, 1, 1, 0, 1
0.020839360, 1, 0, 0, 1
0.020839680, 1, 1, 0, 1
0.020840000, 1, 0, 0, 1
0.020840480, 1, 1, 0, 1
0.020840640, 1, 0, 0, 1
0.020840720, 1, 1, 0, 1
0.020840960, 1, 0, 0, 1
0.020841040, 1, 1, 0, 1
0.020841280, 1, 0, 0, 1
0.020841440, 1, 1, 0, 1
0.020841920, 1, 0, 0, 1
0.020842160, 1, 1, 0, 1
0.020842240, 1, 0, 0, 1
0.020842320, 1, 1, 0, 1
0.020842560, 1, 0, 0, 1
0.020842720, 1, 1, 0, 1
0.020842960, 1, 0, 0, 1
0.020843040, 1, 1, 0, 1
0.020843200, 1, 0, 0, 1
0.020843280, 1, 1, 0, 1
0.020843360, 1, 0, 0, 1
0.020843440, 1, 1, 0, 1
0.020843520, 1, 0, 0, 1
0.020843600, 1, 1, 0, 1
0.020843840, 1, 0, 0, 1
0.020844000, 1, 1, 0, 1
0.020844240, 1, 0, 0, 1
0.020844320, 1, 1, 0, 1
0.020844480, 1, 0, 0, 1
0.020844560, 1, 1, 0, 1
0.020845280, 1, 0, 0, 1
0.020845520, 1, 1, 0, 1
0.020845840, 1, 0, 0, 1
0.020845920, 1, 1, 0, 1
0.020846000, 1, 0, 0, 1
0.020846160, 1, 1, 0, 1
0.020846480, 1, 0, 0, 1
0.020846560, 1, 1, 0, 1
0.020846720, 1, 0, 0, 1
0.020846800, 1, 1, 0, 1
0.020847360, 1, 0, 0, 1
0.020847440, 1, 1, 0, 1
0.020847920, 1, 0, 0, 1
0.020848000, 1, 1, 0, 1
0.020848560, 1, 0, 0, 1
0.020848800, 1, 1, 0, 1
0.020849120, 1, 0, 0, 1
0.020849200, 1, 1, 0, 1
0.020849360, 1, 0, 0, 1
0.020849440, 1, 1, 0, 1
0.020849840, 1, 0, 0, 1
0.020850080, 1, 1, 0, 1
0.020850320, 1, 0, 0, 1
0.020850400, 1, 1, 0, 1
0.020850480, 1, 0, 0, 1
0.020850560, 1, 1, 0, 1
0.020850640, 1, 0, 0, 1
0.020850720, 1, 1, 0, 1
0.020850960, 1, 0, 0, 1
0.020851040, 1, 1, 0, 1
0.020851200, 1, 0, 0, 1
0.020851360, 1, 1, 0, 1
0.020851600, 1, 0, 0, 1
0.020851680, 1, 1, 0, 1
0.020851920, 1, 0, 0, 1
0.020852000, 1, 1, 0, 1
0.020852160, 1, 0, 0, 1
0.020852240, 1, 1, 0, 1
0.020852320, 1, 0, 0, 1
0.020852640, 1, 1, 0, 1
0.020852960, 1, 0, 0, 1
0.020853040, 1, 1, 0, 1
0.020853200, 1, 0, 0, 1
0.020853280, 1, 1, 0, 1
0.020853440, 1, 0, 0, 1
0.020853600, 1, 1, 0, 1
0.020853680, 1, 0, 0, 1
0.020853760, 1, 1, 0, 1
0.020854240, 1, 0, 0, 1
0.020854480, 1, 1, 0, 1
0.020854720, 1, 0, 0, 1
0.020855040, 1, 1, 0, 1
0.020855120, 1, 0, 0, 1
0.020855200, 1, 1, 0, 1
0.020855440, 1, 0, 0, 1
0.020855600, 1, 1, 0, 1
0.020855680, 1, 0, 0, 1
0.020855840, 1, 1, 0, 1
0.020856960, 1, 0, 0, 1
0.020857120, 1, 1, 0, 1
0.020857280, 1, 0, 0, 1
0.020857760, 1, 1, 0, 1
0.020857920, 1, 0, 0, 1
0.020858080, 1, 1, 0, 1
0.020858160, 1, 0, 0, 1
0.020858320, 1, 1, 0, 1
0.020858640, 1, 0, 0, 1
0.020858720, 1, 1, 0, 1
0.020858960, 1, 0, 0, 1
0.020859040, 1, 1, 0, 1
0.020859280, 1, 0, 0, 1
0.020859520, 1, 1, 0, 1
0.020859600, 1, 0, 0, 1
0.020859920, 1, 1, 0, 1
0.020860080, 1, 0, 0, 1
0.020860160, 1, 1, 0, 1
0.020860240, 1, 0, 0, 1
0.020860320, 1, 1, 0, 1
0.020860800, 1, 0, 0, 1
0.020861120, 1, 1, 0, 1
0.020861200, 1, 0, 0, 1
0.020861440, 1, 1, 0, 1
0.020861600, 1, 0, 0, 1
0.020861920, 1, 1, 0, 1
0.020862000, 1, 0, 0, 1
0.020862080, 1, 1, 0, 1
0.020862240, 1, 0, 0, 1
0.020862400, 1, 1, 0, 1
0.020862800, 1, 0, 0, 1
0.020863040, 1, 1, 0, 1
0.020863200, 1, 0, 0, 1
0.020863360, 1, 1, 0, 1
0.020863520, 1, 0, 0, 1
0.020863760, 1, 1, 0, 1
0.020864080, 1, 0, 0, 1
0.020864400, 1, 1, 0, 1
0.020864480, 1, 0, 0, 1
0.020864640, 1, 1, 0, 1
0.020864800, 1, 0, 0, 1
0.020865040, 1, 1, 0, 1
0.020865200, 1, 0, 0, 1
0.020865280, 1, 1, 0, 1
0.020865440, 1, 0, 0, 1
0.020865680, 1, 1, 0, 1
0.020865920, 1, 0, 0, 1
0.020866240, 1, 1, 0, 1
0.020866320, 1, 0, 0, 1
0.020866880, 1, 1, 0, 1
0.020867040, 1, 0, 0, 1
0.020867120, 1, 1, 0, 1
0.020867280, 1, 0, 0, 1
0.020867760, 1, 1, 0, 1
0.020868000, 1, 0, 0, 1
0.020868160, 1, 1, 0, 1
0.020868400, 1, 0, 0, 1
0.020868480, 1, 1, 0, 1
0.020868640, 1, 0, 0, 1
0.020869120, 1, 1, 0, 1
0.020869200, 1, 0, 0, 1
0.020869440, 1, 1, 0, 1
0.020869520, 1, 0, 0, 1
0.020869680, 1, 1, 0, 1
0.020869920, 1, 0, 0, 1
0.020870160, 1, 1, 0, 1
0.020870320, 1, 0, 0, 1
0.020870400, 1, 1, 0, 1
0.020870560, 1, 0, 0, 1
0.020871520, 1, 1, 0, 1
0.020871680, 1, 0, 0, 1
0.020871760, 1, 1, 0, 1
0.020871840, 1, 0, 0, 1
0.020872080, 1, 1, 0, 1
0.020872160, 1, 0, 0, 1
0.020872240, 1, 1, 0, 1
0.020872320, 1, 0, 0, 1
0.020872400, 1, 1, 0, 1
0.020872480, 1, 0, 0, 1
0.020872720, 1, 1, 0, 1
0.020872880, 1, 0, 0, 1
0.020873040, 1, 1, 0, 1
0.020873120, 1, 0, 0, 1
0.020873280, 1, 1, 0, 1
0.020873440, 1, 0, 0, 1
0.020873920, 1, 1, 0, 1
0.020874080, 1, 0, 0, 1
0.020874160, 1, 1, 0, 1
0.020874240, 1, 0, 0, 1
0.020874560, 1, 1, 0, 1
0.020874800, 1, 0, 0, 1
0.020874960, 1, 1, 0, 1
0.020875040, 1, 0, 0, 1
0.020875200, 1, 1, 0, 1
0.020875360, 1, 0, 0, 1
0.020875520, 1, 1, 0, 1
0.020875680, 1, 0, 0, 1
0.020875920, 1, 1, 0, 1
0.020876000, 1, 0, 0, 1
0.020876080, 1, 1, 0, 1
0.020876160, 1, 0, 0, 1
0.020876240, 1, 1, 0, 1
0.020876320, 1, 0, 0, 1
0.020876560, 1, 1, 0, 1
0.020876800, 1, 0, 0, 1
0.020877360, 1, 1, 0, 1
0.020877600, 1, 0, 0, 1
0.020877840, 1, 1, 0, 1
0.020878000, 1, 0, 0, 1
0.020878080, 1, 1, 0, 1
0.020878240, 1, 0, 0, 1
0.020878480, 1, 1, 0, 1
0.020878640, 1, 0, 0, 1
0.020878800, 1, 1, 0, 1
0.020878880, 1, 0, 0, 1
0.020879040, 1, 1, 0, 1
0.020879200, 1, 0, 0, 1
0.020879280, 1, 1, 0, 1
0.020879360, 1, 0, 0, 1
0.020879440, 1, 1, 0, 1
0.020879520, 1, 0, 0, 1
0.020879920, 1, 1, 0, 1
0.020880160, 1, 0, 0, 1
0.020880320, 1, 1, 0, 1
0.020880400, 1, 0, 0, 1
0.020880560, 1, 1, 0, 1
0.020880720, 1, 0, 0, 1
0.020880800, 1, 1, 0, 1
0.020881360, 1, 0, 0, 1
0.020881760, 1, 1, 0, 1
0.020881920, 1, 0, 0, 1
0.020882000, 1, 1, 0, 1
0.020882320, 1, 0, 0, 1
0.020882480, 1, 1, 0, 1
0.020882640, 1, 0, 0, 1
0.020882720, 1, 1, 0, 1
0.020882960, 1, 0, 0, 1
0.020883200, 1, 1, 0, 1
0.020883680, 1, 0, 0, 1
0.020883920, 1, 1, 0, 1
0.020884480, 1, 0, 0, 1
0.020884560, 1, 1, 0, 1
0.020884800, 1, 0, 0, 1
0.020884880, 1, 1, 0, 1
0.020885120, 1, 0, 0, 1
0.020885200, 1, 1, 0, 1
0.020885520, 1, 0, 0, 1
0.020885760, 1, 1, 0, 1
0.020885840, 1, 0, 0, 1
0.020885920, 1, 1, 0, 1
0.020886080, 1, 0, 0, 1
0.020886160, 1, 1, 0, 1
0.020886320, 1, 0, 0, 1
0.020886480, 1, 1, 0, 1
0.020886720, 1, 0, 0, 1
0.020886800, 1, 1, 0, 1
0.020886960, 1, 0, 0, 1
0.020887120, 1, 1, 0, 1
0.020887520, 1, 0, 0, 1
0.020887600, 1, 1, 0, 1
0.020887680, 1, 0, 0, 1
0.020887840, 1, 1, 0, 1
0.020888000, 1, 0, 0, 1
0.020888080, 1, 1, 0, 1
0.020888240, 1, 0, 0, 1
0.020888400, 1, 1, 0, 1
0.020888720, 1, 0, 0, 1
0.020889120, 1, 1, 0, 1
0.020889280, 1, 0, 0, 1
0.020889440, 1, 1, 0, 1
0.020889520, 1, 0, 0, 1
0.020889600, 1, 1, 0, 1
0.020890160, 1, 0, 0, 1
0.020890400, 1, 1, 0, 1
0.020890560, 1, 0, 0, 1
0.020890720, 1, 1, 0, 1
0.020890800, 1, 0, 0, 1
0.020890880, 1, 1, 0, 1
0.020891200, 1, 0, 0, 1
0.020891280, 1, 1, 0, 1
0.020891440, 1, 0, 0, 1
0.020891520, 1, 1, 0, 1
0.020891920, 1, 0, 0, 1
0.020892320, 1, 1, 0, 1
0.020892480, 1, 0, 0, 1
0.020892640, 1, 1, 0, 1
0.020892800, 1, 0, 0, 1
0.020892880, 1, 1, 0, 1
0.020893120, 1, 0, 0, 1
0.020893200, 1, 1, 0, 1
0.020893360, 1, 0, 0, 1
0.020893440, 1, 1, 0, 1
0.020893520, 1, 0, 0, 1
0.020893600, 1, 1, 0, 1
0.020893760, 1, 0, 0, 1
0.020893840, 1, 1, 0, 1
0.020894000, 1, 0, 0, 1
0.020894080, 1, 1, 0, 1
0.020894400, 1, 0, 0, 1
0.020894560, 1, 1, 0, 1
0.020894720, 1, 0, 0, 1
0.020894800, 1, 1, 0, 1
0.020895040, 1, 0, 0, 1
0.020895120, 1, 1, 0, 1
0.020895440, 1, 0, 0, 1
0.020895520, 1, 1, 0, 1
0.020895600, 1, 0, 0, 1
0.020895680, 1, 1, 0, 1
0.020896000, 1, 0, 0, 1
0.020896160, 1, 1, 0, 1
0.020896320, 1, 0, 0, 1
0.020896400, 1, 1, 0, 1
0.020896480, 1, 0, 0, 1
0.020896560, 1, 1, 0, 1
0.020896640, 1, 0, 0, 1
0.020896800, 1, 1, 0, 1
0.020896880, 1, 0, 0, 1
0.020896960, 1, 1, 0, 1
0.020897120, 1, 0, 0, 1
0.020897440, 1, 1, 0, 1
0.020897600, 1, 0, 0, 1
0.020897760, 1, 1, 0, 1
0.020898000, 1, 0, 0, 1
0.020898080, 1, 1, 0, 1
0.020898240, 1, 0, 0, 1
0.020898400, 1, 1, 0, 1
0.020898640, 1, 0, 0, 1
0.020898720, 1, 1, 0, 1
0.020898880, 1, 0, 0, 1
0.020899040, 1, 1, 0, 1
0.020899200, 1, 0, 0, 1
0.020899360, 1, 1, 0, 1
0.020899520, 1, 0, 0, 1
0.020899600, 1, 1, 0, 1
0.020899840, 1, 0, 0, 1
0.020900000, 1, 1, 0, 1
